"Kod";"Nazwa";"Typy aktywności";"Płeć";"Wartość i precyzja";"Rok";"Wartosc";"Jednostka miary";"Atrybut";
1000000;"ŁÓDZKIE";"aktywni zawodowo ogółem";"mężczyźni";"wartość liczbowa";"2017";635;"tys. osób";"";
1000000;"ŁÓDZKIE";"aktywni zawodowo ogółem";"mężczyźni";"wartość liczbowa";"2018";629;"tys. osób";"";
1000000;"ŁÓDZKIE";"aktywni zawodowo ogółem";"mężczyźni";"wartość liczbowa";"2019";608;"tys. osób";"";
1000000;"ŁÓDZKIE";"aktywni zawodowo ogółem";"mężczyźni";"wartość liczbowa";"2020";616;"tys. osób";"";
1000000;"ŁÓDZKIE";"aktywni zawodowo ogółem";"mężczyźni";"wartość liczbowa";"2021";616;"tys. osób";"";
1000000;"ŁÓDZKIE";"aktywni zawodowo ogółem";"mężczyźni";"wartość liczbowa";"2022";626;"tys. osób";"";
1000000;"ŁÓDZKIE";"aktywni zawodowo ogółem";"mężczyźni";"wartość liczbowa";"2023";613;"tys. osób";"";
1000000;"ŁÓDZKIE";"aktywni zawodowo ogółem";"kobiety";"wartość liczbowa";"2010";586;"tys. osób";"";
1000000;"ŁÓDZKIE";"aktywni zawodowo ogółem";"kobiety";"wartość liczbowa";"2011";598;"tys. osób";"";
1000000;"ŁÓDZKIE";"aktywni zawodowo ogółem";"kobiety";"wartość liczbowa";"2012";600;"tys. osób";"";
1000000;"ŁÓDZKIE";"aktywni zawodowo ogółem";"kobiety";"wartość liczbowa";"2013";628;"tys. osób";"";
1000000;"ŁÓDZKIE";"aktywni zawodowo ogółem";"kobiety";"wartość liczbowa";"2014";625;"tys. osób";"";
1000000;"ŁÓDZKIE";"aktywni zawodowo ogółem";"kobiety";"wartość liczbowa";"2015";601;"tys. osób";"";
1000000;"ŁÓDZKIE";"aktywni zawodowo ogółem";"kobiety";"wartość liczbowa";"2016";529;"tys. osób";"";
1000000;"ŁÓDZKIE";"aktywni zawodowo ogółem";"kobiety";"wartość liczbowa";"2017";530;"tys. osób";"";
1000000;"ŁÓDZKIE";"aktywni zawodowo ogółem";"kobiety";"wartość liczbowa";"2018";531;"tys. osób";"";
1000000;"ŁÓDZKIE";"aktywni zawodowo ogółem";"kobiety";"wartość liczbowa";"2019";503;"tys. osób";"";
1000000;"ŁÓDZKIE";"aktywni zawodowo ogółem";"kobiety";"wartość liczbowa";"2020";508;"tys. osób";"";
1000000;"ŁÓDZKIE";"aktywni zawodowo ogółem";"kobiety";"wartość liczbowa";"2021";529;"tys. osób";"";
1000000;"ŁÓDZKIE";"aktywni zawodowo ogółem";"kobiety";"wartość liczbowa";"2022";536;"tys. osób";"";
1000000;"ŁÓDZKIE";"aktywni zawodowo ogółem";"kobiety";"wartość liczbowa";"2023";527;"tys. osób";"";
1000000;"ŁÓDZKIE";"aktywni zawodowo pracujący";"mężczyźni";"wartość liczbowa";"2010";643;"tys. osób";"";
1000000;"ŁÓDZKIE";"aktywni zawodowo pracujący";"mężczyźni";"wartość liczbowa";"2011";648;"tys. osób";"";
1000000;"ŁÓDZKIE";"aktywni zawodowo pracujący";"mężczyźni";"wartość liczbowa";"2012";622;"tys. osób";"";
1000000;"ŁÓDZKIE";"aktywni zawodowo pracujący";"mężczyźni";"wartość liczbowa";"2013";655;"tys. osób";"";
1000000;"ŁÓDZKIE";"aktywni zawodowo pracujący";"mężczyźni";"wartość liczbowa";"2014";672;"tys. osób";"";
1000000;"ŁÓDZKIE";"aktywni zawodowo pracujący";"mężczyźni";"wartość liczbowa";"2015";650;"tys. osób";"";
1000000;"ŁÓDZKIE";"aktywni zawodowo pracujący";"mężczyźni";"wartość liczbowa";"2016";585;"tys. osób";"";
1000000;"ŁÓDZKIE";"aktywni zawodowo pracujący";"mężczyźni";"wartość liczbowa";"2017";604;"tys. osób";"";
1000000;"ŁÓDZKIE";"aktywni zawodowo pracujący";"mężczyźni";"wartość liczbowa";"2018";601;"tys. osób";"";
1000000;"ŁÓDZKIE";"aktywni zawodowo pracujący";"mężczyźni";"wartość liczbowa";"2019";586;"tys. osób";"";
1000000;"ŁÓDZKIE";"aktywni zawodowo pracujący";"mężczyźni";"wartość liczbowa";"2020";595;"tys. osób";"";
1000000;"ŁÓDZKIE";"aktywni zawodowo pracujący";"mężczyźni";"wartość liczbowa";"2021";593;"tys. osób";"";
1000000;"ŁÓDZKIE";"aktywni zawodowo pracujący";"mężczyźni";"wartość liczbowa";"2022";605;"tys. osób";"";
1000000;"ŁÓDZKIE";"aktywni zawodowo pracujący";"mężczyźni";"wartość liczbowa";"2023";592;"tys. osób";"";
1000000;"ŁÓDZKIE";"aktywni zawodowo pracujący";"kobiety";"wartość liczbowa";"2010";529;"tys. osób";"";
1000000;"ŁÓDZKIE";"aktywni zawodowo pracujący";"kobiety";"wartość liczbowa";"2011";539;"tys. osób";"";
1000000;"ŁÓDZKIE";"aktywni zawodowo pracujący";"kobiety";"wartość liczbowa";"2012";531;"tys. osób";"";
1000000;"ŁÓDZKIE";"aktywni zawodowo pracujący";"kobiety";"wartość liczbowa";"2013";553;"tys. osób";"";
1000000;"ŁÓDZKIE";"aktywni zawodowo pracujący";"kobiety";"wartość liczbowa";"2014";566;"tys. osób";"";
1000000;"ŁÓDZKIE";"aktywni zawodowo pracujący";"kobiety";"wartość liczbowa";"2015";554;"tys. osób";"";
1000000;"ŁÓDZKIE";"aktywni zawodowo pracujący";"kobiety";"wartość liczbowa";"2016";499;"tys. osób";"";
1000000;"ŁÓDZKIE";"aktywni zawodowo pracujący";"kobiety";"wartość liczbowa";"2017";507;"tys. osób";"";
1000000;"ŁÓDZKIE";"aktywni zawodowo pracujący";"kobiety";"wartość liczbowa";"2018";508;"tys. osób";"";
1000000;"ŁÓDZKIE";"aktywni zawodowo pracujący";"kobiety";"wartość liczbowa";"2019";485;"tys. osób";"";
1000000;"ŁÓDZKIE";"aktywni zawodowo pracujący";"kobiety";"wartość liczbowa";"2020";493;"tys. osób";"";
1000000;"ŁÓDZKIE";"aktywni zawodowo pracujący";"kobiety";"wartość liczbowa";"2021";501;"tys. osób";"";
1000000;"ŁÓDZKIE";"aktywni zawodowo pracujący";"kobiety";"wartość liczbowa";"2022";516;"tys. osób";"";
1000000;"ŁÓDZKIE";"aktywni zawodowo pracujący";"kobiety";"wartość liczbowa";"2023";504;"tys. osób";"";
1000000;"ŁÓDZKIE";"aktywni zawodowo bezrobotni";"mężczyźni";"wartość liczbowa";"2010";67;"tys. osób";"";
1000000;"ŁÓDZKIE";"aktywni zawodowo bezrobotni";"mężczyźni";"wartość liczbowa";"2011";67;"tys. osób";"";
1000000;"ŁÓDZKIE";"aktywni zawodowo bezrobotni";"mężczyźni";"wartość liczbowa";"2012";79;"tys. osób";"";
1000000;"ŁÓDZKIE";"aktywni zawodowo bezrobotni";"mężczyźni";"wartość liczbowa";"2013";81;"tys. osób";"";
1000000;"ŁÓDZKIE";"aktywni zawodowo bezrobotni";"mężczyźni";"wartość liczbowa";"2014";65;"tys. osób";"";
1000000;"ŁÓDZKIE";"aktywni zawodowo bezrobotni";"mężczyźni";"wartość liczbowa";"2015";56;"tys. osób";"";
1000000;"ŁÓDZKIE";"aktywni zawodowo bezrobotni";"mężczyźni";"wartość liczbowa";"2016";35;"tys. osób";"";
1000000;"ŁÓDZKIE";"aktywni zawodowo bezrobotni";"mężczyźni";"wartość liczbowa";"2017";31;"tys. osób";"";
1000000;"ŁÓDZKIE";"aktywni zawodowo bezrobotni";"mężczyźni";"wartość liczbowa";"2018";27;"tys. osób";"";
1000000;"ŁÓDZKIE";"aktywni zawodowo bezrobotni";"mężczyźni";"wartość liczbowa";"2019";23;"tys. osób";"";
1000000;"ŁÓDZKIE";"aktywni zawodowo bezrobotni";"mężczyźni";"wartość liczbowa";"2020";20;"tys. osób";"";
1000000;"ŁÓDZKIE";"aktywni zawodowo bezrobotni";"mężczyźni";"wartość liczbowa";"2021";23;"tys. osób";"";
1000000;"ŁÓDZKIE";"aktywni zawodowo bezrobotni";"mężczyźni";"wartość liczbowa";"2022";20;"tys. osób";"";
1000000;"ŁÓDZKIE";"aktywni zawodowo bezrobotni";"mężczyźni";"wartość liczbowa";"2023";21;"tys. osób";"";
1000000;"ŁÓDZKIE";"aktywni zawodowo bezrobotni";"kobiety";"wartość liczbowa";"2010";57;"tys. osób";"";
1000000;"ŁÓDZKIE";"aktywni zawodowo bezrobotni";"kobiety";"wartość liczbowa";"2011";59;"tys. osób";"";
1000000;"ŁÓDZKIE";"aktywni zawodowo bezrobotni";"kobiety";"wartość liczbowa";"2012";70;"tys. osób";"";
1000000;"ŁÓDZKIE";"aktywni zawodowo bezrobotni";"kobiety";"wartość liczbowa";"2013";75;"tys. osób";"";
1000000;"ŁÓDZKIE";"aktywni zawodowo bezrobotni";"kobiety";"wartość liczbowa";"2014";59;"tys. osób";"";
1000000;"ŁÓDZKIE";"aktywni zawodowo bezrobotni";"kobiety";"wartość liczbowa";"2015";47;"tys. osób";"";
1000000;"ŁÓDZKIE";"aktywni zawodowo bezrobotni";"kobiety";"wartość liczbowa";"2016";29;"tys. osób";"";
1000000;"ŁÓDZKIE";"aktywni zawodowo bezrobotni";"kobiety";"wartość liczbowa";"2017";23;"tys. osób";"";
1000000;"ŁÓDZKIE";"aktywni zawodowo bezrobotni";"kobiety";"wartość liczbowa";"2018";24;"tys. osób";"";
1000000;"ŁÓDZKIE";"aktywni zawodowo bezrobotni";"kobiety";"wartość liczbowa";"2019";18;"tys. osób";"";
1000000;"ŁÓDZKIE";"aktywni zawodowo bezrobotni";"kobiety";"wartość liczbowa";"2020";15;"tys. osób";"";
1000000;"ŁÓDZKIE";"aktywni zawodowo bezrobotni";"kobiety";"wartość liczbowa";"2021";28;"tys. osób";"";
1000000;"ŁÓDZKIE";"aktywni zawodowo bezrobotni";"kobiety";"wartość liczbowa";"2022";20;"tys. osób";"";
1000000;"ŁÓDZKIE";"aktywni zawodowo bezrobotni";"kobiety";"wartość liczbowa";"2023";23;"tys. osób";"";
1000000;"ŁÓDZKIE";"bierni zawodowo";"mężczyźni";"wartość liczbowa";"2010";423;"tys. osób";"";
1000000;"ŁÓDZKIE";"bierni zawodowo";"mężczyźni";"wartość liczbowa";"2011";411;"tys. osób";"";
1000000;"ŁÓDZKIE";"bierni zawodowo";"mężczyźni";"wartość liczbowa";"2012";405;"tys. osób";"";
1000000;"ŁÓDZKIE";"bierni zawodowo";"mężczyźni";"wartość liczbowa";"2013";413;"tys. osób";"";
1000000;"ŁÓDZKIE";"bierni zawodowo";"mężczyźni";"wartość liczbowa";"2014";396;"tys. osób";"";
1000000;"ŁÓDZKIE";"bierni zawodowo";"mężczyźni";"wartość liczbowa";"2015";399;"tys. osób";"";
1000000;"ŁÓDZKIE";"bierni zawodowo";"mężczyźni";"wartość liczbowa";"2016";346;"tys. osób";"";
1000000;"ŁÓDZKIE";"bierni zawodowo";"mężczyźni";"wartość liczbowa";"2017";326;"tys. osób";"";
1000000;"ŁÓDZKIE";"bierni zawodowo";"mężczyźni";"wartość liczbowa";"2018";324;"tys. osób";"";
1000000;"ŁÓDZKIE";"bierni zawodowo";"mężczyźni";"wartość liczbowa";"2019";339;"tys. osób";"";
1000000;"ŁÓDZKIE";"bierni zawodowo";"mężczyźni";"wartość liczbowa";"2020";329;"tys. osób";"";
1000000;"ŁÓDZKIE";"bierni zawodowo";"mężczyźni";"wartość liczbowa";"2021";319;"tys. osób";"";
1000000;"ŁÓDZKIE";"bierni zawodowo";"mężczyźni";"wartość liczbowa";"2022";302;"tys. osób";"";
1000000;"ŁÓDZKIE";"bierni zawodowo";"mężczyźni";"wartość liczbowa";"2023";310;"tys. osób";"";
1000000;"ŁÓDZKIE";"bierni zawodowo";"kobiety";"wartość liczbowa";"2010";655;"tys. osób";"";
1000000;"ŁÓDZKIE";"bierni zawodowo";"kobiety";"wartość liczbowa";"2011";647;"tys. osób";"";
1000000;"ŁÓDZKIE";"bierni zawodowo";"kobiety";"wartość liczbowa";"2012";651;"tys. osób";"";
1000000;"ŁÓDZKIE";"bierni zawodowo";"kobiety";"wartość liczbowa";"2013";649;"tys. osób";"";
1000000;"ŁÓDZKIE";"bierni zawodowo";"kobiety";"wartość liczbowa";"2014";630;"tys. osób";"";
1000000;"ŁÓDZKIE";"bierni zawodowo";"kobiety";"wartość liczbowa";"2015";620;"tys. osób";"";
1000000;"ŁÓDZKIE";"bierni zawodowo";"kobiety";"wartość liczbowa";"2016";551;"tys. osób";"";
1000000;"ŁÓDZKIE";"bierni zawodowo";"kobiety";"wartość liczbowa";"2017";545;"tys. osób";"";
1000000;"ŁÓDZKIE";"bierni zawodowo";"kobiety";"wartość liczbowa";"2018";541;"tys. osób";"";
1000000;"ŁÓDZKIE";"bierni zawodowo";"kobiety";"wartość liczbowa";"2019";557;"tys. osób";"";
1000000;"ŁÓDZKIE";"bierni zawodowo";"kobiety";"wartość liczbowa";"2020";553;"tys. osób";"";
1000000;"ŁÓDZKIE";"bierni zawodowo";"kobiety";"wartość liczbowa";"2021";515;"tys. osób";"";
1000000;"ŁÓDZKIE";"bierni zawodowo";"kobiety";"wartość liczbowa";"2022";500;"tys. osób";"";
1000000;"ŁÓDZKIE";"bierni zawodowo";"kobiety";"wartość liczbowa";"2023";503;"tys. osób";"";
1200000;"MAŁOPOLSKIE";"aktywni zawodowo ogółem";"mężczyźni";"wartość liczbowa";"2010";682;"tys. osób";"";
1200000;"MAŁOPOLSKIE";"aktywni zawodowo ogółem";"mężczyźni";"wartość liczbowa";"2011";692;"tys. osób";"";
1200000;"MAŁOPOLSKIE";"aktywni zawodowo ogółem";"mężczyźni";"wartość liczbowa";"2012";728;"tys. osób";"";
1200000;"MAŁOPOLSKIE";"aktywni zawodowo ogółem";"mężczyźni";"wartość liczbowa";"2013";760;"tys. osób";"";
1200000;"MAŁOPOLSKIE";"aktywni zawodowo ogółem";"mężczyźni";"wartość liczbowa";"2014";747;"tys. osób";"";
1200000;"MAŁOPOLSKIE";"aktywni zawodowo ogółem";"mężczyźni";"wartość liczbowa";"2015";704;"tys. osób";"";
1200000;"MAŁOPOLSKIE";"aktywni zawodowo ogółem";"mężczyźni";"wartość liczbowa";"2016";775;"tys. osób";"";
1200000;"MAŁOPOLSKIE";"aktywni zawodowo ogółem";"mężczyźni";"wartość liczbowa";"2017";778;"tys. osób";"";
1200000;"MAŁOPOLSKIE";"aktywni zawodowo ogółem";"mężczyźni";"wartość liczbowa";"2018";779;"tys. osób";"";
1200000;"MAŁOPOLSKIE";"aktywni zawodowo ogółem";"mężczyźni";"wartość liczbowa";"2019";829;"tys. osób";"";
1200000;"MAŁOPOLSKIE";"aktywni zawodowo ogółem";"mężczyźni";"wartość liczbowa";"2020";831;"tys. osób";"";
1200000;"MAŁOPOLSKIE";"aktywni zawodowo ogółem";"mężczyźni";"wartość liczbowa";"2021";852;"tys. osób";"";
1200000;"MAŁOPOLSKIE";"aktywni zawodowo ogółem";"mężczyźni";"wartość liczbowa";"2022";847;"tys. osób";"";
1200000;"MAŁOPOLSKIE";"aktywni zawodowo ogółem";"mężczyźni";"wartość liczbowa";"2023";837;"tys. osób";"";
1200000;"MAŁOPOLSKIE";"aktywni zawodowo ogółem";"kobiety";"wartość liczbowa";"2010";575;"tys. osób";"";
1200000;"MAŁOPOLSKIE";"aktywni zawodowo ogółem";"kobiety";"wartość liczbowa";"2011";603;"tys. osób";"";
1200000;"MAŁOPOLSKIE";"aktywni zawodowo ogółem";"kobiety";"wartość liczbowa";"2012";608;"tys. osób";"";
1200000;"MAŁOPOLSKIE";"aktywni zawodowo ogółem";"kobiety";"wartość liczbowa";"2013";612;"tys. osób";"";
1200000;"MAŁOPOLSKIE";"aktywni zawodowo ogółem";"kobiety";"wartość liczbowa";"2014";612;"tys. osób";"";
1200000;"MAŁOPOLSKIE";"aktywni zawodowo ogółem";"kobiety";"wartość liczbowa";"2015";585;"tys. osób";"";
1200000;"MAŁOPOLSKIE";"aktywni zawodowo ogółem";"kobiety";"wartość liczbowa";"2016";632;"tys. osób";"";
1200000;"MAŁOPOLSKIE";"aktywni zawodowo ogółem";"kobiety";"wartość liczbowa";"2017";636;"tys. osób";"";
1200000;"MAŁOPOLSKIE";"aktywni zawodowo ogółem";"kobiety";"wartość liczbowa";"2018";638;"tys. osób";"";
1200000;"MAŁOPOLSKIE";"aktywni zawodowo ogółem";"kobiety";"wartość liczbowa";"2019";670;"tys. osób";"";
1200000;"MAŁOPOLSKIE";"aktywni zawodowo ogółem";"kobiety";"wartość liczbowa";"2020";665;"tys. osób";"";
1200000;"MAŁOPOLSKIE";"aktywni zawodowo ogółem";"kobiety";"wartość liczbowa";"2021";698;"tys. osób";"";
1200000;"MAŁOPOLSKIE";"aktywni zawodowo ogółem";"kobiety";"wartość liczbowa";"2022";692;"tys. osób";"";
1200000;"MAŁOPOLSKIE";"aktywni zawodowo ogółem";"kobiety";"wartość liczbowa";"2023";721;"tys. osób";"";
1200000;"MAŁOPOLSKIE";"aktywni zawodowo pracujący";"mężczyźni";"wartość liczbowa";"2010";618;"tys. osób";"";
1200000;"MAŁOPOLSKIE";"aktywni zawodowo pracujący";"mężczyźni";"wartość liczbowa";"2011";627;"tys. osób";"";
1200000;"MAŁOPOLSKIE";"aktywni zawodowo pracujący";"mężczyźni";"wartość liczbowa";"2012";655;"tys. osób";"";
1200000;"MAŁOPOLSKIE";"aktywni zawodowo pracujący";"mężczyźni";"wartość liczbowa";"2013";676;"tys. osób";"";
1200000;"MAŁOPOLSKIE";"aktywni zawodowo pracujący";"mężczyźni";"wartość liczbowa";"2014";679;"tys. osób";"";
1200000;"MAŁOPOLSKIE";"aktywni zawodowo pracujący";"mężczyźni";"wartość liczbowa";"2015";653;"tys. osób";"";
1200000;"MAŁOPOLSKIE";"aktywni zawodowo pracujący";"mężczyźni";"wartość liczbowa";"2016";735;"tys. osób";"";
1200000;"MAŁOPOLSKIE";"aktywni zawodowo pracujący";"mężczyźni";"wartość liczbowa";"2017";739;"tys. osób";"";
1200000;"MAŁOPOLSKIE";"aktywni zawodowo pracujący";"mężczyźni";"wartość liczbowa";"2018";755;"tys. osób";"";
1200000;"MAŁOPOLSKIE";"aktywni zawodowo pracujący";"mężczyźni";"wartość liczbowa";"2019";806;"tys. osób";"";
1200000;"MAŁOPOLSKIE";"aktywni zawodowo pracujący";"mężczyźni";"wartość liczbowa";"2020";813;"tys. osób";"";
1200000;"MAŁOPOLSKIE";"aktywni zawodowo pracujący";"mężczyźni";"wartość liczbowa";"2021";825;"tys. osób";"";
1200000;"MAŁOPOLSKIE";"aktywni zawodowo pracujący";"mężczyźni";"wartość liczbowa";"2022";827;"tys. osób";"";
1200000;"MAŁOPOLSKIE";"aktywni zawodowo pracujący";"mężczyźni";"wartość liczbowa";"2023";817;"tys. osób";"";
1200000;"MAŁOPOLSKIE";"aktywni zawodowo pracujący";"kobiety";"wartość liczbowa";"2010";514;"tys. osób";"";
1200000;"MAŁOPOLSKIE";"aktywni zawodowo pracujący";"kobiety";"wartość liczbowa";"2011";536;"tys. osób";"";
1200000;"MAŁOPOLSKIE";"aktywni zawodowo pracujący";"kobiety";"wartość liczbowa";"2012";531;"tys. osób";"";
1200000;"MAŁOPOLSKIE";"aktywni zawodowo pracujący";"kobiety";"wartość liczbowa";"2013";536;"tys. osób";"";
1200000;"MAŁOPOLSKIE";"aktywni zawodowo pracujący";"kobiety";"wartość liczbowa";"2014";548;"tys. osób";"";
1200000;"MAŁOPOLSKIE";"aktywni zawodowo pracujący";"kobiety";"wartość liczbowa";"2015";540;"tys. osób";"";
1200000;"MAŁOPOLSKIE";"aktywni zawodowo pracujący";"kobiety";"wartość liczbowa";"2016";595;"tys. osób";"";
1200000;"MAŁOPOLSKIE";"aktywni zawodowo pracujący";"kobiety";"wartość liczbowa";"2017";613;"tys. osób";"";
1200000;"MAŁOPOLSKIE";"aktywni zawodowo pracujący";"kobiety";"wartość liczbowa";"2018";619;"tys. osób";"";
1200000;"MAŁOPOLSKIE";"aktywni zawodowo pracujący";"kobiety";"wartość liczbowa";"2019";648;"tys. osób";"";
1200000;"MAŁOPOLSKIE";"aktywni zawodowo pracujący";"kobiety";"wartość liczbowa";"2020";642;"tys. osób";"";
1200000;"MAŁOPOLSKIE";"aktywni zawodowo pracujący";"kobiety";"wartość liczbowa";"2021";675;"tys. osób";"";
1200000;"MAŁOPOLSKIE";"aktywni zawodowo pracujący";"kobiety";"wartość liczbowa";"2022";675;"tys. osób";"";
1200000;"MAŁOPOLSKIE";"aktywni zawodowo pracujący";"kobiety";"wartość liczbowa";"2023";705;"tys. osób";"";
1200000;"MAŁOPOLSKIE";"aktywni zawodowo bezrobotni";"mężczyźni";"wartość liczbowa";"2010";64;"tys. osób";"";
1200000;"MAŁOPOLSKIE";"aktywni zawodowo bezrobotni";"mężczyźni";"wartość liczbowa";"2011";66;"tys. osób";"";
1200000;"MAŁOPOLSKIE";"aktywni zawodowo bezrobotni";"mężczyźni";"wartość liczbowa";"2012";74;"tys. osób";"";
1200000;"MAŁOPOLSKIE";"aktywni zawodowo bezrobotni";"mężczyźni";"wartość liczbowa";"2013";84;"tys. osób";"";
1200000;"MAŁOPOLSKIE";"aktywni zawodowo bezrobotni";"mężczyźni";"wartość liczbowa";"2014";68;"tys. osób";"";
1200000;"MAŁOPOLSKIE";"aktywni zawodowo bezrobotni";"mężczyźni";"wartość liczbowa";"2015";52;"tys. osób";"";
1200000;"MAŁOPOLSKIE";"aktywni zawodowo bezrobotni";"mężczyźni";"wartość liczbowa";"2016";40;"tys. osób";"";
1200000;"MAŁOPOLSKIE";"aktywni zawodowo bezrobotni";"mężczyźni";"wartość liczbowa";"2017";39;"tys. osób";"";
1200000;"MAŁOPOLSKIE";"aktywni zawodowo bezrobotni";"mężczyźni";"wartość liczbowa";"2018";24;"tys. osób";"";
1200000;"MAŁOPOLSKIE";"aktywni zawodowo bezrobotni";"mężczyźni";"wartość liczbowa";"2019";22;"tys. osób";"";
1200000;"MAŁOPOLSKIE";"aktywni zawodowo bezrobotni";"mężczyźni";"wartość liczbowa";"2020";18;"tys. osób";"";
1200000;"MAŁOPOLSKIE";"aktywni zawodowo bezrobotni";"mężczyźni";"wartość liczbowa";"2021";27;"tys. osób";"";
1200000;"MAŁOPOLSKIE";"aktywni zawodowo bezrobotni";"mężczyźni";"wartość liczbowa";"2022";20;"tys. osób";"";
1200000;"MAŁOPOLSKIE";"aktywni zawodowo bezrobotni";"mężczyźni";"wartość liczbowa";"2023";20;"tys. osób";"";
1200000;"MAŁOPOLSKIE";"aktywni zawodowo bezrobotni";"kobiety";"wartość liczbowa";"2010";62;"tys. osób";"";
1200000;"MAŁOPOLSKIE";"aktywni zawodowo bezrobotni";"kobiety";"wartość liczbowa";"2011";67;"tys. osób";"";
1200000;"MAŁOPOLSKIE";"aktywni zawodowo bezrobotni";"kobiety";"wartość liczbowa";"2012";77;"tys. osób";"";
1200000;"MAŁOPOLSKIE";"aktywni zawodowo bezrobotni";"kobiety";"wartość liczbowa";"2013";76;"tys. osób";"";
1200000;"MAŁOPOLSKIE";"aktywni zawodowo bezrobotni";"kobiety";"wartość liczbowa";"2014";64;"tys. osób";"";
1200000;"MAŁOPOLSKIE";"aktywni zawodowo bezrobotni";"kobiety";"wartość liczbowa";"2015";45;"tys. osób";"";
1200000;"MAŁOPOLSKIE";"aktywni zawodowo bezrobotni";"kobiety";"wartość liczbowa";"2016";37;"tys. osób";"";
1200000;"MAŁOPOLSKIE";"aktywni zawodowo bezrobotni";"kobiety";"wartość liczbowa";"2017";23;"tys. osób";"";
1200000;"MAŁOPOLSKIE";"aktywni zawodowo bezrobotni";"kobiety";"wartość liczbowa";"2018";19;"tys. osób";"";
1200000;"MAŁOPOLSKIE";"aktywni zawodowo bezrobotni";"kobiety";"wartość liczbowa";"2019";22;"tys. osób";"";
1200000;"MAŁOPOLSKIE";"aktywni zawodowo bezrobotni";"kobiety";"wartość liczbowa";"2020";24;"tys. osób";"";
1200000;"MAŁOPOLSKIE";"aktywni zawodowo bezrobotni";"kobiety";"wartość liczbowa";"2021";23;"tys. osób";"";
1200000;"MAŁOPOLSKIE";"aktywni zawodowo bezrobotni";"kobiety";"wartość liczbowa";"2022";17;"tys. osób";"";
1200000;"MAŁOPOLSKIE";"aktywni zawodowo bezrobotni";"kobiety";"wartość liczbowa";"2023";16;"tys. osób";"";
1200000;"MAŁOPOLSKIE";"bierni zawodowo";"mężczyźni";"wartość liczbowa";"2010";511;"tys. osób";"";
1200000;"MAŁOPOLSKIE";"bierni zawodowo";"mężczyźni";"wartość liczbowa";"2011";522;"tys. osób";"";
1200000;"MAŁOPOLSKIE";"bierni zawodowo";"mężczyźni";"wartość liczbowa";"2012";522;"tys. osób";"";
1200000;"MAŁOPOLSKIE";"bierni zawodowo";"mężczyźni";"wartość liczbowa";"2013";507;"tys. osób";"";
1200000;"MAŁOPOLSKIE";"bierni zawodowo";"mężczyźni";"wartość liczbowa";"2014";500;"tys. osób";"";
1200000;"MAŁOPOLSKIE";"bierni zawodowo";"mężczyźni";"wartość liczbowa";"2015";469;"tys. osób";"";
1200000;"MAŁOPOLSKIE";"bierni zawodowo";"mężczyźni";"wartość liczbowa";"2016";493;"tys. osób";"";
1200000;"MAŁOPOLSKIE";"bierni zawodowo";"mężczyźni";"wartość liczbowa";"2017";490;"tys. osób";"";
1200000;"MAŁOPOLSKIE";"bierni zawodowo";"mężczyźni";"wartość liczbowa";"2018";486;"tys. osób";"";
1200000;"MAŁOPOLSKIE";"bierni zawodowo";"mężczyźni";"wartość liczbowa";"2019";478;"tys. osób";"";
1200000;"MAŁOPOLSKIE";"bierni zawodowo";"mężczyźni";"wartość liczbowa";"2020";479;"tys. osób";"";
1200000;"MAŁOPOLSKIE";"bierni zawodowo";"mężczyźni";"wartość liczbowa";"2021";452;"tys. osób";"";
1200000;"MAŁOPOLSKIE";"bierni zawodowo";"mężczyźni";"wartość liczbowa";"2022";454;"tys. osób";"";
1200000;"MAŁOPOLSKIE";"bierni zawodowo";"mężczyźni";"wartość liczbowa";"2023";466;"tys. osób";"";
1200000;"MAŁOPOLSKIE";"bierni zawodowo";"kobiety";"wartość liczbowa";"2010";757;"tys. osób";"";
1200000;"MAŁOPOLSKIE";"bierni zawodowo";"kobiety";"wartość liczbowa";"2011";745;"tys. osób";"";
1200000;"MAŁOPOLSKIE";"bierni zawodowo";"kobiety";"wartość liczbowa";"2012";746;"tys. osób";"";
1200000;"MAŁOPOLSKIE";"bierni zawodowo";"kobiety";"wartość liczbowa";"2013";752;"tys. osób";"";
1200000;"MAŁOPOLSKIE";"bierni zawodowo";"kobiety";"wartość liczbowa";"2014";724;"tys. osób";"";
1200000;"MAŁOPOLSKIE";"bierni zawodowo";"kobiety";"wartość liczbowa";"2015";695;"tys. osób";"";
1200000;"MAŁOPOLSKIE";"bierni zawodowo";"kobiety";"wartość liczbowa";"2016";737;"tys. osób";"";
1200000;"MAŁOPOLSKIE";"bierni zawodowo";"kobiety";"wartość liczbowa";"2017";730;"tys. osób";"";
1200000;"MAŁOPOLSKIE";"bierni zawodowo";"kobiety";"wartość liczbowa";"2018";727;"tys. osób";"";
1200000;"MAŁOPOLSKIE";"bierni zawodowo";"kobiety";"wartość liczbowa";"2019";744;"tys. osób";"";
1200000;"MAŁOPOLSKIE";"bierni zawodowo";"kobiety";"wartość liczbowa";"2020";744;"tys. osób";"";
1200000;"MAŁOPOLSKIE";"bierni zawodowo";"kobiety";"wartość liczbowa";"2021";706;"tys. osób";"";
1200000;"MAŁOPOLSKIE";"bierni zawodowo";"kobiety";"wartość liczbowa";"2022";710;"tys. osób";"";
