"Kod";"Nazwa";"Zakres przedmiotowy";"Rok";"Wartosc";"Jednostka miary";"Atrybut";
0800000;"LUBUSKIE";"migracje międzywojewódzkie na pobyt stały - zameldowania osób w wieku 20–40 lat";"2015";;"osoba";"";
0800000;"LUBUSKIE";"migracje międzywojewódzkie na pobyt stały - zameldowania osób w wieku 20–40 lat";"2016";1292;"osoba";"";
0800000;"LUBUSKIE";"migracje międzywojewódzkie na pobyt stały - zameldowania osób w wieku 20–40 lat";"2017";1455;"osoba";"";
0800000;"LUBUSKIE";"migracje międzywojewódzkie na pobyt stały - zameldowania osób w wieku 20–40 lat";"2018";1580;"osoba";"";
0800000;"LUBUSKIE";"migracje międzywojewódzkie na pobyt stały - zameldowania osób w wieku 20–40 lat";"2019";1599;"osoba";"";
0800000;"LUBUSKIE";"migracje międzywojewódzkie na pobyt stały - zameldowania osób w wieku 20–40 lat";"2020";1308;"osoba";"";
0800000;"LUBUSKIE";"migracje międzywojewódzkie na pobyt stały - zameldowania osób w wieku 20–40 lat";"2021";1253;"osoba";"";
0800000;"LUBUSKIE";"migracje międzywojewódzkie na pobyt stały - zameldowania osób w wieku 20–40 lat";"2022";1184;"osoba";"";
0800000;"LUBUSKIE";"migracje międzywojewódzkie na pobyt stały - zameldowania osób w wieku 20–40 lat";"2023";1198;"osoba";"";
0800000;"LUBUSKIE";"migracje międzywojewódzkie na pobyt stały - stosunek liczby wymeldowań do zameldowań osób w wieku 20–40 lat";"2014";;"%";"";
0800000;"LUBUSKIE";"migracje międzywojewódzkie na pobyt stały - stosunek liczby wymeldowań do zameldowań osób w wieku 20–40 lat";"2015";;"%";"";
0800000;"LUBUSKIE";"migracje międzywojewódzkie na pobyt stały - stosunek liczby wymeldowań do zameldowań osób w wieku 20–40 lat";"2016";151;"%";"";
0800000;"LUBUSKIE";"migracje międzywojewódzkie na pobyt stały - stosunek liczby wymeldowań do zameldowań osób w wieku 20–40 lat";"2017";139;"%";"";
0800000;"LUBUSKIE";"migracje międzywojewódzkie na pobyt stały - stosunek liczby wymeldowań do zameldowań osób w wieku 20–40 lat";"2018";146;"%";"";
0800000;"LUBUSKIE";"migracje międzywojewódzkie na pobyt stały - stosunek liczby wymeldowań do zameldowań osób w wieku 20–40 lat";"2019";164;"%";"";
0800000;"LUBUSKIE";"migracje międzywojewódzkie na pobyt stały - stosunek liczby wymeldowań do zameldowań osób w wieku 20–40 lat";"2020";155;"%";"";
0800000;"LUBUSKIE";"migracje międzywojewódzkie na pobyt stały - stosunek liczby wymeldowań do zameldowań osób w wieku 20–40 lat";"2021";171;"%";"";
0800000;"LUBUSKIE";"migracje międzywojewódzkie na pobyt stały - stosunek liczby wymeldowań do zameldowań osób w wieku 20–40 lat";"2022";161;"%";"";
0800000;"LUBUSKIE";"migracje międzywojewódzkie na pobyt stały - stosunek liczby wymeldowań do zameldowań osób w wieku 20–40 lat";"2023";163;"%";"";
0800000;"LUBUSKIE";"saldo migracji międzywojewódzkich na pobyt stały ludności w wieku 25–34 lat";"2014";-449;"osoba";"";
0800000;"LUBUSKIE";"saldo migracji międzywojewódzkich na pobyt stały ludności w wieku 25–34 lat";"2015";-633;"osoba";"";
0800000;"LUBUSKIE";"saldo migracji międzywojewódzkich na pobyt stały ludności w wieku 25–34 lat";"2016";-531;"osoba";"";
0800000;"LUBUSKIE";"saldo migracji międzywojewódzkich na pobyt stały ludności w wieku 25–34 lat";"2017";-437;"osoba";"";
0800000;"LUBUSKIE";"saldo migracji międzywojewódzkich na pobyt stały ludności w wieku 25–34 lat";"2018";-571;"osoba";"";
0800000;"LUBUSKIE";"saldo migracji międzywojewódzkich na pobyt stały ludności w wieku 25–34 lat";"2019";-828;"osoba";"";
0800000;"LUBUSKIE";"saldo migracji międzywojewódzkich na pobyt stały ludności w wieku 25–34 lat";"2020";-564;"osoba";"";
0800000;"LUBUSKIE";"saldo migracji międzywojewódzkich na pobyt stały ludności w wieku 25–34 lat";"2021";-698;"osoba";"";
0800000;"LUBUSKIE";"saldo migracji międzywojewódzkich na pobyt stały ludności w wieku 25–34 lat";"2022";-561;"osoba";"";
0800000;"LUBUSKIE";"saldo migracji międzywojewódzkich na pobyt stały ludności w wieku 25–34 lat";"2023";-603;"osoba";"";
0800000;"LUBUSKIE";"migracje międzywojewódzkie i zagraniczne na pobyt stały - napływ";"2014";3448;"osoba";"";
0800000;"LUBUSKIE";"migracje międzywojewódzkie i zagraniczne na pobyt stały - napływ";"2015";;"osoba";"";
0800000;"LUBUSKIE";"migracje międzywojewódzkie i zagraniczne na pobyt stały - napływ";"2016";3012;"osoba";"";
0800000;"LUBUSKIE";"migracje międzywojewódzkie i zagraniczne na pobyt stały - napływ";"2017";3227;"osoba";"";
0800000;"LUBUSKIE";"migracje międzywojewódzkie i zagraniczne na pobyt stały - napływ";"2018";3527;"osoba";"";
0800000;"LUBUSKIE";"migracje międzywojewódzkie i zagraniczne na pobyt stały - napływ";"2019";3778;"osoba";"";
0800000;"LUBUSKIE";"migracje międzywojewódzkie i zagraniczne na pobyt stały - napływ";"2020";3079;"osoba";"";
0800000;"LUBUSKIE";"migracje międzywojewódzkie i zagraniczne na pobyt stały - napływ";"2021";3277;"osoba";"";
0800000;"LUBUSKIE";"migracje międzywojewódzkie i zagraniczne na pobyt stały - napływ";"2022";3142;"osoba";"";
0800000;"LUBUSKIE";"migracje międzywojewódzkie i zagraniczne na pobyt stały - napływ";"2023";3301;"osoba";"";
0800000;"LUBUSKIE";"migracje międzywojewódzkie i zagraniczne na pobyt stały - odpływ";"2014";4771;"osoba";"";
0800000;"LUBUSKIE";"migracje międzywojewódzkie i zagraniczne na pobyt stały - odpływ";"2015";;"osoba";"";
0800000;"LUBUSKIE";"migracje międzywojewódzkie i zagraniczne na pobyt stały - odpływ";"2016";3843;"osoba";"";
0800000;"LUBUSKIE";"migracje międzywojewódzkie i zagraniczne na pobyt stały - odpływ";"2017";4184;"osoba";"";
0800000;"LUBUSKIE";"migracje międzywojewódzkie i zagraniczne na pobyt stały - odpływ";"2018";4505;"osoba";"";
0800000;"LUBUSKIE";"migracje międzywojewódzkie i zagraniczne na pobyt stały - odpływ";"2019";4879;"osoba";"";
0800000;"LUBUSKIE";"migracje międzywojewódzkie i zagraniczne na pobyt stały - odpływ";"2020";3796;"osoba";"";
0800000;"LUBUSKIE";"migracje międzywojewódzkie i zagraniczne na pobyt stały - odpływ";"2021";4241;"osoba";"";
0800000;"LUBUSKIE";"migracje międzywojewódzkie i zagraniczne na pobyt stały - odpływ";"2022";3913;"osoba";"";
0800000;"LUBUSKIE";"migracje międzywojewódzkie i zagraniczne na pobyt stały - odpływ";"2023";3927;"osoba";"";
1000000;"ŁÓDZKIE";"migracje międzywojewódzkie na pobyt stały - wymeldowania osób w wieku 20–40 lat";"2014";;"osoba";"";
1000000;"ŁÓDZKIE";"migracje międzywojewódzkie na pobyt stały - wymeldowania osób w wieku 20–40 lat";"2015";;"osoba";"";
1000000;"ŁÓDZKIE";"migracje międzywojewódzkie na pobyt stały - wymeldowania osób w wieku 20–40 lat";"2016";3524;"osoba";"";
1000000;"ŁÓDZKIE";"migracje międzywojewódzkie na pobyt stały - wymeldowania osób w wieku 20–40 lat";"2017";3722;"osoba";"";
1000000;"ŁÓDZKIE";"migracje międzywojewódzkie na pobyt stały - wymeldowania osób w wieku 20–40 lat";"2018";4163;"osoba";"";
1000000;"ŁÓDZKIE";"migracje międzywojewódzkie na pobyt stały - wymeldowania osób w wieku 20–40 lat";"2019";4650;"osoba";"";
1000000;"ŁÓDZKIE";"migracje międzywojewódzkie na pobyt stały - wymeldowania osób w wieku 20–40 lat";"2020";3488;"osoba";"";
1000000;"ŁÓDZKIE";"migracje międzywojewódzkie na pobyt stały - wymeldowania osób w wieku 20–40 lat";"2021";3865;"osoba";"";
1000000;"ŁÓDZKIE";"migracje międzywojewódzkie na pobyt stały - wymeldowania osób w wieku 20–40 lat";"2022";3368;"osoba";"";
1000000;"ŁÓDZKIE";"migracje międzywojewódzkie na pobyt stały - wymeldowania osób w wieku 20–40 lat";"2023";3646;"osoba";"";
1000000;"ŁÓDZKIE";"migracje międzywojewódzkie na pobyt stały - zameldowania osób w wieku 20–40 lat";"2014";;"osoba";"";
1000000;"ŁÓDZKIE";"migracje międzywojewódzkie na pobyt stały - zameldowania osób w wieku 20–40 lat";"2015";;"osoba";"";
1000000;"ŁÓDZKIE";"migracje międzywojewódzkie na pobyt stały - zameldowania osób w wieku 20–40 lat";"2016";2236;"osoba";"";
1000000;"ŁÓDZKIE";"migracje międzywojewódzkie na pobyt stały - zameldowania osób w wieku 20–40 lat";"2017";2258;"osoba";"";
1000000;"ŁÓDZKIE";"migracje międzywojewódzkie na pobyt stały - zameldowania osób w wieku 20–40 lat";"2018";2530;"osoba";"";
1000000;"ŁÓDZKIE";"migracje międzywojewódzkie na pobyt stały - zameldowania osób w wieku 20–40 lat";"2019";2528;"osoba";"";
1000000;"ŁÓDZKIE";"migracje międzywojewódzkie na pobyt stały - zameldowania osób w wieku 20–40 lat";"2020";2068;"osoba";"";
1000000;"ŁÓDZKIE";"migracje międzywojewódzkie na pobyt stały - zameldowania osób w wieku 20–40 lat";"2021";2210;"osoba";"";
1000000;"ŁÓDZKIE";"migracje międzywojewódzkie na pobyt stały - zameldowania osób w wieku 20–40 lat";"2022";2127;"osoba";"";
1000000;"ŁÓDZKIE";"migracje międzywojewódzkie na pobyt stały - zameldowania osób w wieku 20–40 lat";"2023";2115;"osoba";"";
1000000;"ŁÓDZKIE";"migracje międzywojewódzkie na pobyt stały - stosunek liczby wymeldowań do zameldowań osób w wieku 20–40 lat";"2014";;"%";"";
1000000;"ŁÓDZKIE";"migracje międzywojewódzkie na pobyt stały - stosunek liczby wymeldowań do zameldowań osób w wieku 20–40 lat";"2015";;"%";"";
1000000;"ŁÓDZKIE";"migracje międzywojewódzkie na pobyt stały - stosunek liczby wymeldowań do zameldowań osób w wieku 20–40 lat";"2016";158;"%";"";
1000000;"ŁÓDZKIE";"migracje międzywojewódzkie na pobyt stały - stosunek liczby wymeldowań do zameldowań osób w wieku 20–40 lat";"2017";165;"%";"";
1000000;"ŁÓDZKIE";"migracje międzywojewódzkie na pobyt stały - stosunek liczby wymeldowań do zameldowań osób w wieku 20–40 lat";"2018";165;"%";"";
1000000;"ŁÓDZKIE";"migracje międzywojewódzkie na pobyt stały - stosunek liczby wymeldowań do zameldowań osób w wieku 20–40 lat";"2019";184;"%";"";
1000000;"ŁÓDZKIE";"migracje międzywojewódzkie na pobyt stały - stosunek liczby wymeldowań do zameldowań osób w wieku 20–40 lat";"2020";169;"%";"";
1000000;"ŁÓDZKIE";"migracje międzywojewódzkie na pobyt stały - stosunek liczby wymeldowań do zameldowań osób w wieku 20–40 lat";"2021";175;"%";"";
1000000;"ŁÓDZKIE";"migracje międzywojewódzkie na pobyt stały - stosunek liczby wymeldowań do zameldowań osób w wieku 20–40 lat";"2022";158;"%";"";
1000000;"ŁÓDZKIE";"migracje międzywojewódzkie na pobyt stały - stosunek liczby wymeldowań do zameldowań osób w wieku 20–40 lat";"2023";172;"%";"";
1000000;"ŁÓDZKIE";"saldo migracji międzywojewódzkich na pobyt stały ludności w wieku 25–34 lat";"2014";-1064;"osoba";"";
1000000;"ŁÓDZKIE";"saldo migracji międzywojewódzkich na pobyt stały ludności w wieku 25–34 lat";"2015";-1031;"osoba";"";
1000000;"ŁÓDZKIE";"saldo migracji międzywojewódzkich na pobyt stały ludności w wieku 25–34 lat";"2016";-1010;"osoba";"";
1000000;"ŁÓDZKIE";"saldo migracji międzywojewódzkich na pobyt stały ludności w wieku 25–34 lat";"2017";-1112;"osoba";"";
1000000;"ŁÓDZKIE";"saldo migracji międzywojewódzkich na pobyt stały ludności w wieku 25–34 lat";"2018";-1271;"osoba";"";
1000000;"ŁÓDZKIE";"saldo migracji międzywojewódzkich na pobyt stały ludności w wieku 25–34 lat";"2019";-1535;"osoba";"";
1000000;"ŁÓDZKIE";"saldo migracji międzywojewódzkich na pobyt stały ludności w wieku 25–34 lat";"2020";-1066;"osoba";"";
1000000;"ŁÓDZKIE";"saldo migracji międzywojewódzkich na pobyt stały ludności w wieku 25–34 lat";"2021";-1116;"osoba";"";
1000000;"ŁÓDZKIE";"saldo migracji międzywojewódzkich na pobyt stały ludności w wieku 25–34 lat";"2022";-895;"osoba";"";
1000000;"ŁÓDZKIE";"saldo migracji międzywojewódzkich na pobyt stały ludności w wieku 25–34 lat";"2023";-1121;"osoba";"";
1000000;"ŁÓDZKIE";"migracje międzywojewódzkie i zagraniczne na pobyt stały - napływ";"2014";5242;"osoba";"";
1000000;"ŁÓDZKIE";"migracje międzywojewódzkie i zagraniczne na pobyt stały - napływ";"2015";;"osoba";"";
1000000;"ŁÓDZKIE";"migracje międzywojewódzkie i zagraniczne na pobyt stały - napływ";"2016";4827;"osoba";"";
1000000;"ŁÓDZKIE";"migracje międzywojewódzkie i zagraniczne na pobyt stały - napływ";"2017";4846;"osoba";"";
1000000;"ŁÓDZKIE";"migracje międzywojewódzkie i zagraniczne na pobyt stały - napływ";"2018";5512;"osoba";"";
1000000;"ŁÓDZKIE";"migracje międzywojewódzkie i zagraniczne na pobyt stały - napływ";"2019";5514;"osoba";"";
1000000;"ŁÓDZKIE";"migracje międzywojewódzkie i zagraniczne na pobyt stały - napływ";"2020";4425;"osoba";"";
1000000;"ŁÓDZKIE";"migracje międzywojewódzkie i zagraniczne na pobyt stały - napływ";"2021";4829;"osoba";"";
1000000;"ŁÓDZKIE";"migracje międzywojewódzkie i zagraniczne na pobyt stały - napływ";"2022";4900;"osoba";"";
1000000;"ŁÓDZKIE";"migracje międzywojewódzkie i zagraniczne na pobyt stały - napływ";"2023";4995;"osoba";"";
1000000;"ŁÓDZKIE";"migracje międzywojewódzkie i zagraniczne na pobyt stały - odpływ";"2014";7287;"osoba";"";
1000000;"ŁÓDZKIE";"migracje międzywojewódzkie i zagraniczne na pobyt stały - odpływ";"2015";;"osoba";"";
1000000;"ŁÓDZKIE";"migracje międzywojewódzkie i zagraniczne na pobyt stały - odpływ";"2016";6244;"osoba";"";
1000000;"ŁÓDZKIE";"migracje międzywojewódzkie i zagraniczne na pobyt stały - odpływ";"2017";6635;"osoba";"";
1000000;"ŁÓDZKIE";"migracje międzywojewódzkie i zagraniczne na pobyt stały - odpływ";"2018";7371;"osoba";"";
1000000;"ŁÓDZKIE";"migracje międzywojewódzkie i zagraniczne na pobyt stały - odpływ";"2019";8024;"osoba";"";
1000000;"ŁÓDZKIE";"migracje międzywojewódzkie i zagraniczne na pobyt stały - odpływ";"2020";6097;"osoba";"";
1000000;"ŁÓDZKIE";"migracje międzywojewódzkie i zagraniczne na pobyt stały - odpływ";"2021";6972;"osoba";"";
1000000;"ŁÓDZKIE";"migracje międzywojewódzkie i zagraniczne na pobyt stały - odpływ";"2022";6470;"osoba";"";
1000000;"ŁÓDZKIE";"migracje międzywojewódzkie i zagraniczne na pobyt stały - odpływ";"2023";6795;"osoba";"";
1200000;"MAŁOPOLSKIE";"migracje międzywojewódzkie na pobyt stały - wymeldowania osób w wieku 20–40 lat";"2014";;"osoba";"";
1200000;"MAŁOPOLSKIE";"migracje międzywojewódzkie na pobyt stały - wymeldowania osób w wieku 20–40 lat";"2015";;"osoba";"";
1200000;"MAŁOPOLSKIE";"migracje międzywojewódzkie na pobyt stały - wymeldowania osób w wieku 20–40 lat";"2016";3021;"osoba";"";
1200000;"MAŁOPOLSKIE";"migracje międzywojewódzkie na pobyt stały - wymeldowania osób w wieku 20–40 lat";"2017";3300;"osoba";"";
1200000;"MAŁOPOLSKIE";"migracje międzywojewódzkie na pobyt stały - wymeldowania osób w wieku 20–40 lat";"2018";3640;"osoba";"";
1200000;"MAŁOPOLSKIE";"migracje międzywojewódzkie na pobyt stały - wymeldowania osób w wieku 20–40 lat";"2019";3886;"osoba";"";
1200000;"MAŁOPOLSKIE";"migracje międzywojewódzkie na pobyt stały - wymeldowania osób w wieku 20–40 lat";"2020";3077;"osoba";"";
1200000;"MAŁOPOLSKIE";"migracje międzywojewódzkie na pobyt stały - wymeldowania osób w wieku 20–40 lat";"2021";3373;"osoba";"";
1200000;"MAŁOPOLSKIE";"migracje międzywojewódzkie na pobyt stały - wymeldowania osób w wieku 20–40 lat";"2022";3164;"osoba";"";
1200000;"MAŁOPOLSKIE";"migracje międzywojewódzkie na pobyt stały - wymeldowania osób w wieku 20–40 lat";"2023";3334;"osoba";"";
1200000;"MAŁOPOLSKIE";"migracje międzywojewódzkie na pobyt stały - zameldowania osób w wieku 20–40 lat";"2014";;"osoba";"";
1200000;"MAŁOPOLSKIE";"migracje międzywojewódzkie na pobyt stały - zameldowania osób w wieku 20–40 lat";"2015";;"osoba";"";
1200000;"MAŁOPOLSKIE";"migracje międzywojewódzkie na pobyt stały - zameldowania osób w wieku 20–40 lat";"2016";5342;"osoba";"";
1200000;"MAŁOPOLSKIE";"migracje międzywojewódzkie na pobyt stały - zameldowania osób w wieku 20–40 lat";"2017";5900;"osoba";"";
1200000;"MAŁOPOLSKIE";"migracje międzywojewódzkie na pobyt stały - zameldowania osób w wieku 20–40 lat";"2018";7237;"osoba";"";
1200000;"MAŁOPOLSKIE";"migracje międzywojewódzkie na pobyt stały - zameldowania osób w wieku 20–40 lat";"2019";8603;"osoba";"";
1200000;"MAŁOPOLSKIE";"migracje międzywojewódzkie na pobyt stały - zameldowania osób w wieku 20–40 lat";"2020";5835;"osoba";"";
1200000;"MAŁOPOLSKIE";"migracje międzywojewódzkie na pobyt stały - zameldowania osób w wieku 20–40 lat";"2021";6580;"osoba";"";
1200000;"MAŁOPOLSKIE";"migracje międzywojewódzkie na pobyt stały - zameldowania osób w wieku 20–40 lat";"2022";5964;"osoba";"";
1200000;"MAŁOPOLSKIE";"migracje międzywojewódzkie na pobyt stały - zameldowania osób w wieku 20–40 lat";"2023";6278;"osoba";"";
1200000;"MAŁOPOLSKIE";"migracje międzywojewódzkie na pobyt stały - stosunek liczby wymeldowań do zameldowań osób w wieku 20–40 lat";"2014";;"%";"";
1200000;"MAŁOPOLSKIE";"migracje międzywojewódzkie na pobyt stały - stosunek liczby wymeldowań do zameldowań osób w wieku 20–40 lat";"2015";;"%";"";
1200000;"MAŁOPOLSKIE";"migracje międzywojewódzkie na pobyt stały - stosunek liczby wymeldowań do zameldowań osób w wieku 20–40 lat";"2016";57;"%";"";
1200000;"MAŁOPOLSKIE";"migracje międzywojewódzkie na pobyt stały - stosunek liczby wymeldowań do zameldowań osób w wieku 20–40 lat";"2017";56;"%";"";
1200000;"MAŁOPOLSKIE";"migracje międzywojewódzkie na pobyt stały - stosunek liczby wymeldowań do zameldowań osób w wieku 20–40 lat";"2018";50;"%";"";
1200000;"MAŁOPOLSKIE";"migracje międzywojewódzkie na pobyt stały - stosunek liczby wymeldowań do zameldowań osób w wieku 20–40 lat";"2019";45;"%";"";
1200000;"MAŁOPOLSKIE";"migracje międzywojewódzkie na pobyt stały - stosunek liczby wymeldowań do zameldowań osób w wieku 20–40 lat";"2020";53;"%";"";
1200000;"MAŁOPOLSKIE";"migracje międzywojewódzkie na pobyt stały - stosunek liczby wymeldowań do zameldowań osób w wieku 20–40 lat";"2021";51;"%";"";
1200000;"MAŁOPOLSKIE";"migracje międzywojewódzkie na pobyt stały - stosunek liczby wymeldowań do zameldowań osób w wieku 20–40 lat";"2022";53;"%";"";
1200000;"MAŁOPOLSKIE";"migracje międzywojewódzkie na pobyt stały - stosunek liczby wymeldowań do zameldowań osób w wieku 20–40 lat";"2023";53;"%";"";
1200000;"MAŁOPOLSKIE";"saldo migracji międzywojewódzkich na pobyt stały ludności w wieku 25–34 lat";"2014";2037;"osoba";"";
1200000;"MAŁOPOLSKIE";"saldo migracji międzywojewódzkich na pobyt stały ludności w wieku 25–34 lat";"2015";2026;"osoba";"";
1200000;"MAŁOPOLSKIE";"saldo migracji międzywojewódzkich na pobyt stały ludności w wieku 25–34 lat";"2016";1833;"osoba";"";
1200000;"MAŁOPOLSKIE";"saldo migracji międzywojewódzkich na pobyt stały ludności w wieku 25–34 lat";"2017";1980;"osoba";"";
1200000;"MAŁOPOLSKIE";"saldo migracji międzywojewódzkich na pobyt stały ludności w wieku 25–34 lat";"2018";2804;"osoba";"";
1200000;"MAŁOPOLSKIE";"saldo migracji międzywojewódzkich na pobyt stały ludności w wieku 25–34 lat";"2019";3652;"osoba";"";
1200000;"MAŁOPOLSKIE";"saldo migracji międzywojewódzkich na pobyt stały ludności w wieku 25–34 lat";"2020";2160;"osoba";"";
1200000;"MAŁOPOLSKIE";"saldo migracji międzywojewódzkich na pobyt stały ludności w wieku 25–34 lat";"2021";2299;"osoba";"";
1200000;"MAŁOPOLSKIE";"saldo migracji międzywojewódzkich na pobyt stały ludności w wieku 25–34 lat";"2022";1920;"osoba";"";
1200000;"MAŁOPOLSKIE";"saldo migracji międzywojewódzkich na pobyt stały ludności w wieku 25–34 lat";"2023";2171;"osoba";"";
1200000;"MAŁOPOLSKIE";"migracje międzywojewódzkie i zagraniczne na pobyt stały - napływ";"2014";10727;"osoba";"";
1200000;"MAŁOPOLSKIE";"migracje międzywojewódzkie i zagraniczne na pobyt stały - napływ";"2015";;"osoba";"";
1200000;"MAŁOPOLSKIE";"migracje międzywojewódzkie i zagraniczne na pobyt stały - napływ";"2016";10136;"osoba";"";
1200000;"MAŁOPOLSKIE";"migracje międzywojewódzkie i zagraniczne na pobyt stały - napływ";"2017";11036;"osoba";"";
1200000;"MAŁOPOLSKIE";"migracje międzywojewódzkie i zagraniczne na pobyt stały - napływ";"2018";13208;"osoba";"";
1200000;"MAŁOPOLSKIE";"migracje międzywojewódzkie i zagraniczne na pobyt stały - napływ";"2019";14991;"osoba";"";
1200000;"MAŁOPOLSKIE";"migracje międzywojewódzkie i zagraniczne na pobyt stały - napływ";"2020";10768;"osoba";"";
1200000;"MAŁOPOLSKIE";"migracje międzywojewódzkie i zagraniczne na pobyt stały - napływ";"2021";12479;"osoba";"";
1200000;"MAŁOPOLSKIE";"migracje międzywojewódzkie i zagraniczne na pobyt stały - napływ";"2022";11647;"osoba";"";
1200000;"MAŁOPOLSKIE";"migracje międzywojewódzkie i zagraniczne na pobyt stały - napływ";"2023";12592;"osoba";"";
1200000;"MAŁOPOLSKIE";"migracje międzywojewódzkie i zagraniczne na pobyt stały - odpływ";"2014";7780;"osoba";"";
1200000;"MAŁOPOLSKIE";"migracje międzywojewódzkie i zagraniczne na pobyt stały - odpływ";"2015";;"osoba";"";
1200000;"MAŁOPOLSKIE";"migracje międzywojewódzkie i zagraniczne na pobyt stały - odpływ";"2016";6464;"osoba";"";
1200000;"MAŁOPOLSKIE";"migracje międzywojewódzkie i zagraniczne na pobyt stały - odpływ";"2017";6930;"osoba";"";
1200000;"MAŁOPOLSKIE";"migracje międzywojewódzkie i zagraniczne na pobyt stały - odpływ";"2018";7687;"osoba";"";
1200000;"MAŁOPOLSKIE";"migracje międzywojewódzkie i zagraniczne na pobyt stały - odpływ";"2019";8119;"osoba";"";
1200000;"MAŁOPOLSKIE";"migracje międzywojewódzkie i zagraniczne na pobyt stały - odpływ";"2020";6787;"osoba";"";
1200000;"MAŁOPOLSKIE";"migracje międzywojewódzkie i zagraniczne na pobyt stały - odpływ";"2021";7663;"osoba";"";
1200000;"MAŁOPOLSKIE";"migracje międzywojewódzkie i zagraniczne na pobyt stały - odpływ";"2022";7536;"osoba";"";
1200000;"MAŁOPOLSKIE";"migracje międzywojewódzkie i zagraniczne na pobyt stały - odpływ";"2023";7380;"osoba";"";
1400000;"MAZOWIECKIE";"migracje międzywojewódzkie na pobyt stały - wymeldowania osób w wieku 20–40 lat";"2014";;"osoba";"";
1400000;"MAZOWIECKIE";"migracje międzywojewódzkie na pobyt stały - wymeldowania osób w wieku 20–40 lat";"2015";;"osoba";"";
1400000;"MAZOWIECKIE";"migracje międzywojewódzkie na pobyt stały - wymeldowania osób w wieku 20–40 lat";"2016";4074;"osoba";"";
1400000;"MAZOWIECKIE";"migracje międzywojewódzkie na pobyt stały - wymeldowania osób w wieku 20–40 lat";"2017";4388;"osoba";"";
1400000;"MAZOWIECKIE";"migracje międzywojewódzkie na pobyt stały - wymeldowania osób w wieku 20–40 lat";"2018";5060;"osoba";"";
1400000;"MAZOWIECKIE";"migracje międzywojewódzkie na pobyt stały - wymeldowania osób w wieku 20–40 lat";"2019";5289;"osoba";"";
1400000;"MAZOWIECKIE";"migracje międzywojewódzkie na pobyt stały - wymeldowania osób w wieku 20–40 lat";"2020";4264;"osoba";"";
1400000;"MAZOWIECKIE";"migracje międzywojewódzkie na pobyt stały - wymeldowania osób w wieku 20–40 lat";"2021";4787;"osoba";"";
1400000;"MAZOWIECKIE";"migracje międzywojewódzkie na pobyt stały - wymeldowania osób w wieku 20–40 lat";"2022";4466;"osoba";"";
1400000;"MAZOWIECKIE";"migracje międzywojewódzkie na pobyt stały - wymeldowania osób w wieku 20–40 lat";"2023";4878;"osoba";"";
1400000;"MAZOWIECKIE";"migracje międzywojewódzkie na pobyt stały - zameldowania osób w wieku 20–40 lat";"2014";;"osoba";"";
1400000;"MAZOWIECKIE";"migracje międzywojewódzkie na pobyt stały - zameldowania osób w wieku 20–40 lat";"2015";;"osoba";"";
1400000;"MAZOWIECKIE";"migracje międzywojewódzkie na pobyt stały - zameldowania osób w wieku 20–40 lat";"2016";12199;"osoba";"";
1400000;"MAZOWIECKIE";"migracje międzywojewódzkie na pobyt stały - zameldowania osób w wieku 20–40 lat";"2017";13136;"osoba";"";
1400000;"MAZOWIECKIE";"migracje międzywojewódzkie na pobyt stały - zameldowania osób w wieku 20–40 lat";"2018";15744;"osoba";"";
1400000;"MAZOWIECKIE";"migracje międzywojewódzkie na pobyt stały - zameldowania osób w wieku 20–40 lat";"2019";16793;"osoba";"";
1400000;"MAZOWIECKIE";"migracje międzywojewódzkie na pobyt stały - zameldowania osób w wieku 20–40 lat";"2020";12211;"osoba";"";
1400000;"MAZOWIECKIE";"migracje międzywojewódzkie na pobyt stały - zameldowania osób w wieku 20–40 lat";"2021";12899;"osoba";"";
1400000;"MAZOWIECKIE";"migracje międzywojewódzkie na pobyt stały - zameldowania osób w wieku 20–40 lat";"2022";11758;"osoba";"";
1400000;"MAZOWIECKIE";"migracje międzywojewódzkie na pobyt stały - zameldowania osób w wieku 20–40 lat";"2023";12696;"osoba";"";
1400000;"MAZOWIECKIE";"migracje międzywojewódzkie na pobyt stały - stosunek liczby wymeldowań do zameldowań osób w wieku 20–40 lat";"2014";;"%";"";
1400000;"MAZOWIECKIE";"migracje międzywojewódzkie na pobyt stały - stosunek liczby wymeldowań do zameldowań osób w wieku 20–40 lat";"2015";;"%";"";
1400000;"MAZOWIECKIE";"migracje międzywojewódzkie na pobyt stały - stosunek liczby wymeldowań do zameldowań osób w wieku 20–40 lat";"2016";33;"%";"";
1400000;"MAZOWIECKIE";"migracje międzywojewódzkie na pobyt stały - stosunek liczby wymeldowań do zameldowań osób w wieku 20–40 lat";"2017";33;"%";"";
1400000;"MAZOWIECKIE";"migracje międzywojewódzkie na pobyt stały - stosunek liczby wymeldowań do zameldowań osób w wieku 20–40 lat";"2018";32;"%";"";
1400000;"MAZOWIECKIE";"migracje międzywojewódzkie na pobyt stały - stosunek liczby wymeldowań do zameldowań osób w wieku 20–40 lat";"2019";31;"%";"";
1400000;"MAZOWIECKIE";"migracje międzywojewódzkie na pobyt stały - stosunek liczby wymeldowań do zameldowań osób w wieku 20–40 lat";"2020";35;"%";"";
1400000;"MAZOWIECKIE";"migracje międzywojewódzkie na pobyt stały - stosunek liczby wymeldowań do zameldowań osób w wieku 20–40 lat";"2021";37;"%";"";
